,message,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic,cleaned_message,POS,tagCounts,preprocessed_1,POS-SEQ,None,words,uppercase_word_count,punctuation_count,not_in_vocab_words,not_in_vocab_words_count
94,It is not lazar I was on his stream,0.0,0.0,0.0,0.0,0.0,0.0,It is not lazar I was on his stream,"[('it', 'PRON'), ('be', 'AUX'), ('not', 'PART'), ('lazar', 'NOUN'), ('I', 'PRON'), ('be', 'AUX'), ('on', 'ADP'), ('his', 'PRON'), ('stream', 'NOUN')]","{'PRON': 3, 'AUX': 2, 'PART': 1, 'NOUN': 2, 'ADP': 1}",not lazar stream,NOUN PRON NOUN,1.0,lazar stream,1,0,lazar,1
95,takes the fun away,0.0,0.0,0.0,0.0,0.0,0.0,takes the fun away,"[('take', 'VERB'), ('the', 'DET'), ('fun', 'NOUN'), ('away', 'ADV')]","{'VERB': 1, 'DET': 1, 'NOUN': 1, 'ADV': 1}",take fun away,VERB NOUN ADV,1.0,take fun away,0,0,,0
96,i sub because you got top link on a vanoss video,0.0,0.0,0.0,0.0,0.0,0.0,i sub because you got top link on a vanoss video,"[('I', 'PRON'), ('sub', 'VERB'), ('because', 'SCONJ'), ('you', 'PRON'), ('get', 'VERB'), ('top', 'ADJ'), ('link', 'NOUN'), ('on', 'ADP'), ('a', 'DET'), ('vanoss', 'ADJ'), ('video', 'NOUN')]","{'PRON': 2, 'VERB': 2, 'SCONJ': 1, 'ADJ': 2, 'NOUN': 2, 'ADP': 1, 'DET': 1}",sub get top link vanoss video,PRON VERB VERB ADJ NOUN ADJ NOUN,1.0,sub get top link vanoss video,0,0,vanoss,1
97,hi brian,0.0,0.0,0.0,0.0,0.0,0.0,hi brian,"[('hi', 'INTJ'), ('brian', 'PROPN')]","{'INTJ': 1, 'PROPN': 1}",hi brian,INTJ PROPN,1.0,hi brian,0,0,,0
98,Woah closing in on 1k members. Let’s get it,0.0,0.0,0.0,0.0,0.0,0.0,Woah closing in on 1k members. let us get it,"[('woah', 'NOUN'), ('close', 'VERB'), ('in', 'ADP'), ('on', 'ADP'), ('1k', 'NOUN'), ('member', 'NOUN'), ('.', 'PUNCT'), ('let', 'VERB'), ('we', 'PRON'), ('get', 'VERB'), ('it', 'PRON')]","{'NOUN': 3, 'VERB': 3, 'ADP': 2, 'PUNCT': 1, 'PRON': 2}",woah close 1k member let get,NOUN VERB NOUN NOUN VERB VERB,1.0,woah close 1k member let get,0,1,woah 1k,2
99,How long have y’all been playing,0.0,0.0,0.0,0.0,0.0,0.0,How long have you all been playing,"[('how', 'ADV'), ('long', 'ADV'), ('have', 'AUX'), ('you', 'PRON'), ('all', 'DET'), ('be', 'AUX'), ('play', 'VERB')]","{'ADV': 2, 'AUX': 2, 'PRON': 1, 'DET': 1, 'VERB': 1}",how long play,ADV VERB,1.0,long play,0,0,,0
100,guys like the video,0.0,0.0,0.0,0.0,0.0,0.0,guys like the video,"[('guy', 'NOUN'), ('like', 'ADP'), ('the', 'DET'), ('video', 'NOUN')]","{'NOUN': 2, 'ADP': 1, 'DET': 1}",guy video,NOUN ADP NOUN,1.0,guy like video,0,0,,0
101,yay stream,0.0,0.0,0.0,0.0,0.0,0.0,yay stream,"[('yay', 'NOUN'), ('stream', 'VERB')]","{'NOUN': 1, 'VERB': 1}",yay stream,NOUN VERB,1.0,yay stream,0,0,,0
102,Monday,0.0,0.0,0.0,0.0,0.0,0.0,Monday,"[('Monday', 'PROPN')]",{'PROPN': 1},monday,PROPN,1.0,Monday,0,0,,0
103,Hey MonkeyMan,0.0,0.0,0.0,0.0,0.0,0.0,Hey MonkeyMan,"[('hey', 'INTJ'), ('MonkeyMan', 'PROPN')]","{'INTJ': 1, 'PROPN': 1}",hey monkeyman,INTJ PROPN,1.0,hey MonkeyMan,0,0,monkeyman,1
104,How you been Brian ?,0.0,0.0,0.0,0.0,0.0,0.0,How you been Brian ?,"[('how', 'ADV'), ('you', 'PRON'), ('be', 'VERB'), ('Brian', 'PROPN'), ('?', 'PUNCT')]","{'ADV': 1, 'PRON': 1, 'VERB': 1, 'PROPN': 1, 'PUNCT': 1}",how be brian,PROPN,1.0,Brian,0,1,,0
105,Sorry cod mw making me act up lol,0.0,0.0,0.0,0.0,0.0,0.0,Sorry cod mw making me act up lol,"[('sorry', 'INTJ'), ('cod', 'VERB'), ('mw', 'NOUN'), ('make', 'VERB'), ('I', 'PRON'), ('act', 'VERB'), ('up', 'ADP'), ('lol', 'NOUN')]","{'INTJ': 1, 'VERB': 3, 'NOUN': 2, 'PRON': 1, 'ADP': 1}",sorry cod mw make act lol,INTJ VERB NOUN VERB PRON VERB NOUN,1.0,sorry cod mw make act lol,0,0,mw,1
106,Turn off the chat then!,0.0,0.0,0.0,0.0,0.0,0.0,Turn off the chat then!,"[('turn', 'VERB'), ('off', 'ADP'), ('the', 'DET'), ('chat', 'NOUN'), ('then', 'ADV'), ('!', 'PUNCT')]","{'VERB': 1, 'ADP': 1, 'DET': 1, 'NOUN': 1, 'ADV': 1, 'PUNCT': 1}",turn chat then,VERB NOUN,1.0,turn chat,0,1,,0
107,heyo,0.0,0.0,0.0,0.0,0.0,0.0,heyo,"[('heyo', 'PROPN')]",{'PROPN': 1},heyo,PROPN,1.0,heyo,0,0,heyo,1
108,hi terroriser,0.0,0.0,0.0,0.0,0.0,0.0,hi terroriser,"[('hi', 'INTJ'), ('terroriser', 'ADV')]","{'INTJ': 1, 'ADV': 1}",hi terroriser,INTJ ADV,1.0,hi terroriser,0,0,terroriser,1
109,yea fr dont spoil/snitch \,0.0,0.0,0.0,0.0,0.0,0.0,yea fr do not spoil/snitch \,"[('yea', 'ADJ'), ('fr', 'ADV'), ('do', 'AUX'), ('not', 'PART'), ('spoil', 'VERB'), ('/', 'SYM'), ('snitch', 'NOUN'), ('\\', 'PROPN')]","{'ADJ': 1, 'ADV': 1, 'AUX': 1, 'PART': 1, 'VERB': 1, 'SYM': 1, 'NOUN': 1, 'PROPN': 1}",yea fr do nt spoil snitch,ADJ ADV VERB NOUN PROPN,1.0,yea fr spoil snitch,0,2,yea fr snitch,3
110,100th like,0.0,0.0,0.0,0.0,0.0,0.0,100th like,"[('100th', 'ADJ'), ('like', 'ADP')]","{'ADJ': 1, 'ADP': 1}",100th,ADJ ADP,1.0,100th like,0,0,,0
111,i gues that happens,0.0,0.0,0.0,0.0,0.0,0.0,i gues that happens,"[('I', 'PRON'), ('gue', 'VERB'), ('that', 'DET'), ('happen', 'VERB')]","{'PRON': 1, 'VERB': 2, 'DET': 1}",gue happen,PRON VERB VERB,1.0,gue happen,0,0,,0
112,Briaaaannnn,0.0,0.0,0.0,0.0,0.0,0.0,Briaaaannnn,"[('Briaaaannnn', 'PROPN')]",{'PROPN': 1},briaaaannnn,PROPN,1.0,Briaaaannnn,0,0,briaaaannnn,1
113,Brian I am sorry I am very tired! Love you man keep up the good work! also helping us all keep our happy during this pandemic.,0.0,0.0,0.0,0.0,0.0,0.0,Brian I am sorry I am very tired! Love you man keep up the good work! also helping us all keep our happy during this pandemic.,"[('Brian', 'PROPN'), ('I', 'PRON'), ('be', 'AUX'), ('sorry', 'ADJ'), ('I', 'PRON'), ('be', 'AUX'), ('very', 'ADV'), ('tired', 'ADJ'), ('!', 'PUNCT'), ('love', 'AUX'), ('you', 'PRON'), ('man', 'NOUN'), ('keep', 'VERB'), ('up', 'ADP'), ('the', 'DET'), ('good', 'ADJ'), ('work', 'NOUN'), ('!', 'PUNCT'), ('also', 'ADV'), ('help', 'VERB'), ('we', 'PRON'), ('all', 'DET'), ('keep', 'VERB'), ('our', 'PRON'), ('happy', 'ADJ'), ('during', 'ADP'), ('this', 'DET'), ('pandemic', 'NOUN'), ('.', 'PUNCT')]","{'PROPN': 1, 'PRON': 5, 'AUX': 3, 'ADJ': 4, 'ADV': 2, 'PUNCT': 3, 'NOUN': 3, 'VERB': 3, 'ADP': 2, 'DET': 3}",brian sorry very tired man keep good work also help keep happy pandemic,PROPN PRON ADJ PRON ADJ NOUN VERB ADJ NOUN ADV VERB VERB ADJ NOUN,1.0,Brian sorry tired love man keep good work also help keep happy pandemic,2,3,,0
114,Bro,0.0,0.0,0.0,0.0,0.0,0.0,Bro,"[('bro', 'NOUN')]",{'NOUN': 1},bro,NOUN,1.0,bro,0,0,,0
115,was on nogla's stream for a long time and figured id switch over cause i felt like it,0.0,0.0,0.0,0.0,0.0,0.0,was on nogla's stream for a long time and figured id switch over because i felt like it,"[('be', 'AUX'), ('on', 'ADP'), ('nogla', 'PROPN'), (""'s"", 'PART'), ('stream', 'NOUN'), ('for', 'ADP'), ('a', 'DET'), ('long', 'ADJ'), ('time', 'NOUN'), ('and', 'CCONJ'), ('figure', 'VERB'), ('I', 'PRON'), ('d', 'PROPN'), ('switch', 'VERB'), ('over', 'ADP'), ('because', 'SCONJ'), ('I', 'PRON'), ('feel', 'VERB'), ('like', 'ADP'), ('it', 'PRON')]","{'AUX': 1, 'ADP': 4, 'PROPN': 2, 'PART': 1, 'NOUN': 2, 'DET': 1, 'ADJ': 1, 'CCONJ': 1, 'VERB': 3, 'PRON': 3, 'SCONJ': 1}",noglas stream long time figure d switch feel,PROPN PART NOUN ADJ NOUN VERB PRON VERB PRON VERB ADP,1.0,nogla 's stream long time figure switch feel like,0,1,nogla,1
116,How you doing future Ted Crilly?,0.0,0.0,0.0,0.0,0.0,0.0,How you doing future Ted Crilly?,"[('how', 'ADV'), ('you', 'PRON'), ('do', 'VERB'), ('future', 'NOUN'), ('Ted', 'PROPN'), ('Crilly', 'PROPN'), ('?', 'PUNCT')]","{'ADV': 1, 'PRON': 1, 'VERB': 1, 'NOUN': 1, 'PROPN': 2, 'PUNCT': 1}",how do future ted crilly,NOUN PROPN PROPN,1.0,future Ted Crilly,0,1,crilly,1
117,Skittles sky if you don’t want it spoiled turn the chat off!,0.0,0.0,0.0,0.0,0.0,0.0,Skittles sky if you do not want it spoiled turn the chat off!,"[('skittle', 'NOUN'), ('sky', 'VERB'), ('if', 'SCONJ'), ('you', 'PRON'), ('do', 'AUX'), ('not', 'PART'), ('want', 'VERB'), ('it', 'PRON'), ('spoil', 'VERB'), ('turn', 'VERB'), ('the', 'DET'), ('chat', 'NOUN'), ('off', 'ADP'), ('!', 'PUNCT')]","{'NOUN': 2, 'VERB': 4, 'SCONJ': 1, 'PRON': 2, 'AUX': 1, 'PART': 1, 'DET': 1, 'ADP': 1, 'PUNCT': 1}",skittle sky n’t want spoil turn chat,NOUN VERB VERB VERB VERB NOUN,1.0,skittle sky want spoil turn chat,0,1,skittle,1
118,Win this round,0.0,0.0,0.0,0.0,0.0,0.0,Win this round,"[('win', 'VERB'), ('this', 'DET'), ('round', 'NOUN')]","{'VERB': 1, 'DET': 1, 'NOUN': 1}",win round,VERB NOUN,1.0,win round,0,0,,0
119,Yo,0.0,0.0,0.0,0.0,0.0,0.0,Yo,"[('Yo', 'PROPN')]",{'PROPN': 1},yo,PROPN,1.0,Yo,0,0,,0
120,Sup,0.0,0.0,0.0,0.0,0.0,0.0,Sup,"[('Sup', 'PROPN')]",{'PROPN': 1},sup,PROPN,1.0,Sup,0,0,,0
121,Hi,0.0,0.0,0.0,0.0,0.0,0.0,Hi,"[('hi', 'INTJ')]",{'INTJ': 1},hi,INTJ,1.0,hi,0,0,,0
122,Hey Brian,0.0,0.0,0.0,0.0,0.0,0.0,Hey Brian,"[('hey', 'INTJ'), ('Brian', 'PROPN')]","{'INTJ': 1, 'PROPN': 1}",hey brian,INTJ PROPN,1.0,hey Brian,0,0,,0
123,First,0.0,0.0,0.0,0.0,0.0,0.0,First,"[('first', 'ADV')]",{'ADV': 1},first,ADV,1.0,first,0,0,,0
124,Sup,0.0,0.0,0.0,0.0,0.0,0.0,Sup,"[('Sup', 'PROPN')]",{'PROPN': 1},sup,PROPN,1.0,Sup,0,0,,0
125,Hello,0.0,0.0,0.0,0.0,0.0,0.0,Hello,"[('hello', 'INTJ')]",{'INTJ': 1},hello,INTJ,1.0,hello,0,0,,0
126,Hi,0.0,0.0,0.0,0.0,0.0,0.0,Hi,"[('hi', 'INTJ')]",{'INTJ': 1},hi,INTJ,1.0,hi,0,0,,0
127,Meanie head,0.0,0.0,0.0,0.0,0.0,0.0,Meanie head,"[('Meanie', 'PROPN'), ('head', 'NOUN')]","{'PROPN': 1, 'NOUN': 1}",meanie head,PROPN NOUN,1.0,Meanie head,0,0,meanie,1
128,#believeinvanoss,0.0,0.0,0.0,0.0,0.0,0.0,#believeinvanoss,"[('#', 'SYM'), ('believeinvanoss', 'NOUN')]","{'SYM': 1, 'NOUN': 1}",believeinvanoss,NOUN,1.0,believeinvanoss,0,1,believeinvanoss,1
129,Hi,0.0,0.0,0.0,0.0,0.0,0.0,Hi,"[('hi', 'INTJ')]",{'INTJ': 1},hi,INTJ,1.0,hi,0,0,,0
130,Hi,0.0,0.0,0.0,0.0,0.0,0.0,Hi,"[('hi', 'INTJ')]",{'INTJ': 1},hi,INTJ,1.0,hi,0,0,,0
131,yo,0.0,0.0,0.0,0.0,0.0,0.0,yo,"[('yo', 'PROPN')]",{'PROPN': 1},yo,PROPN,1.0,yo,0,0,,0
132,It’s nogla,0.0,0.0,0.0,0.0,0.0,0.0,it is nogla,"[('it', 'PRON'), ('be', 'AUX'), ('nogla', 'ADJ')]","{'PRON': 1, 'AUX': 1, 'ADJ': 1}",’s nogla,ADJ,1.0,nogla,0,0,nogla,1
133,Oh no Brian died,0.0,0.0,0.0,0.0,0.0,0.0,Oh no Brian died,"[('oh', 'INTJ'), ('no', 'DET'), ('Brian', 'PROPN'), ('die', 'VERB')]","{'INTJ': 1, 'DET': 1, 'PROPN': 1, 'VERB': 1}",oh brian die,INTJ PROPN VERB,1.0,oh Brian die,0,0,,0
134,"MonkeyMan, i didnt know you were a memer of Terroriser too",0.0,0.0,0.0,0.0,0.0,0.0,"MonkeyMan, i did not know you were a memer of Terroriser too","[('MonkeyMan', 'PROPN'), (',', 'PUNCT'), ('I', 'PRON'), ('do', 'AUX'), ('not', 'PART'), ('know', 'VERB'), ('you', 'PRON'), ('be', 'AUX'), ('a', 'DET'), ('memer', 'NOUN'), ('of', 'ADP'), ('Terroriser', 'PROPN'), ('too', 'ADV')]","{'PROPN': 2, 'PUNCT': 1, 'PRON': 2, 'AUX': 2, 'PART': 1, 'VERB': 1, 'DET': 1, 'NOUN': 1, 'ADP': 1, 'ADV': 1}",monkeyman nt know memer terroriser too,PROPN PRON VERB NOUN PROPN,1.0,MonkeyMan know memer Terroriser,0,1,monkeyman memer terroriser,3
135,suddenly my day just got better,0.0,0.0,0.0,0.0,0.0,0.0,suddenly my day just got better,"[('suddenly', 'ADV'), ('my', 'PRON'), ('day', 'NOUN'), ('just', 'ADV'), ('get', 'VERB'), ('well', 'ADJ')]","{'ADV': 2, 'PRON': 1, 'NOUN': 1, 'VERB': 1, 'ADJ': 1}",suddenly day just get well,ADV NOUN VERB ADJ,1.0,suddenly day get well,0,0,,0
136,Sup,0.0,0.0,0.0,0.0,0.0,0.0,Sup,"[('Sup', 'PROPN')]",{'PROPN': 1},sup,PROPN,1.0,Sup,0,0,,0
137,yo,0.0,0.0,0.0,0.0,0.0,0.0,yo,"[('yo', 'PROPN')]",{'PROPN': 1},yo,PROPN,1.0,yo,0,0,,0
138,hewos,0.0,0.0,0.0,0.0,0.0,0.0,hewos,"[('hewos', 'PROPN')]",{'PROPN': 1},hewos,PROPN,1.0,hewos,0,0,hewos,1
139,PAPA,0.0,0.0,0.0,0.0,0.0,0.0,PAPA,"[('papa', 'NOUN')]",{'NOUN': 1},papa,NOUN,1.0,papa,1,0,,0
140,I think it’s black I’m not sure tho,0.0,0.0,0.0,0.0,0.0,0.0,I think it is black I am not sure tho,"[('I', 'PRON'), ('think', 'VERB'), ('it', 'PRON'), ('be', 'AUX'), ('black', 'ADJ'), ('I', 'PRON'), ('be', 'AUX'), ('not', 'PART'), ('sure', 'ADJ'), ('tho', 'INTJ')]","{'PRON': 3, 'VERB': 1, 'AUX': 2, 'ADJ': 2, 'PART': 1, 'INTJ': 1}",think ’s black ’m not sure tho,PRON VERB ADJ PRON ADJ INTJ,1.0,think black sure tho,2,0,,0
141,What up,0.0,0.0,0.0,0.0,0.0,0.0,What up,"[('what', 'PRON'), ('up', 'ADP')]","{'PRON': 1, 'ADP': 1}",,,1.0,,0,0,,0
142,Ahoy,0.0,0.0,0.0,0.0,0.0,0.0,Ahoy,"[('ahoy', 'ADV')]",{'ADV': 1},ahoy,ADV,1.0,ahoy,0,0,ahoy,1
143,hey terrorizer,0.0,0.0,0.0,0.0,0.0,0.0,hey terrorizer,"[('hey', 'INTJ'), ('terrorizer', 'NOUN')]","{'INTJ': 1, 'NOUN': 1}",hey terrorizer,INTJ NOUN,1.0,hey terrorizer,0,0,terrorizer,1
144,yo,0.0,0.0,0.0,0.0,0.0,0.0,yo,"[('yo', 'PROPN')]",{'PROPN': 1},yo,PROPN,1.0,yo,0,0,,0
145,HI!,0.0,0.0,0.0,0.0,0.0,0.0,HI!,"[('hi', 'INTJ'), ('!', 'PUNCT')]","{'INTJ': 1, 'PUNCT': 1}",hi,INTJ,1.0,hi,1,1,,0
146,Hi,0.0,0.0,0.0,0.0,0.0,0.0,Hi,"[('hi', 'INTJ')]",{'INTJ': 1},hi,INTJ,1.0,hi,0,0,,0
147,hi brian!!,0.0,0.0,0.0,0.0,0.0,0.0,hi brian!!,"[('hi', 'INTJ'), ('brian', 'PROPN'), ('!', 'PUNCT'), ('!', 'PUNCT')]","{'INTJ': 1, 'PROPN': 1, 'PUNCT': 2}",hi brian,INTJ PROPN,1.0,hi brian,0,2,,0
148,What’s good,0.0,0.0,0.0,0.0,0.0,0.0,what is good,"[('what', 'PRON'), ('be', 'AUX'), ('good', 'ADJ')]","{'PRON': 1, 'AUX': 1, 'ADJ': 1}",’ good,ADJ,1.0,good,0,0,,0
149,Suh Brian,0.0,0.0,0.0,0.0,0.0,0.0,Suh Brian,"[('Suh', 'PROPN'), ('Brian', 'PROPN')]",{'PROPN': 2},suh brian,PROPN PROPN,1.0,Suh Brian,0,0,suh,1
150,Hi,0.0,0.0,0.0,0.0,0.0,0.0,Hi,"[('hi', 'INTJ')]",{'INTJ': 1},hi,INTJ,1.0,hi,0,0,,0
151,ion really look at chat soo- im jus sayin its not fun or cool for others,0.0,0.0,0.0,0.0,0.0,0.0,ion really look at chat soo- I am jus sayin its not fun or cool for others,"[('ion', 'NOUN'), ('really', 'ADV'), ('look', 'VERB'), ('at', 'ADP'), ('chat', 'NOUN'), ('soo-', 'PROPN'), ('I', 'PRON'), ('be', 'AUX'), ('jus', 'ADJ'), ('sayin', 'PROPN'), ('its', 'PRON'), ('not', 'PART'), ('fun', 'NOUN'), ('or', 'CCONJ'), ('cool', 'ADJ'), ('for', 'ADP'), ('other', 'NOUN')]","{'NOUN': 4, 'ADV': 1, 'VERB': 1, 'ADP': 2, 'PROPN': 2, 'PRON': 2, 'AUX': 1, 'ADJ': 2, 'PART': 1, 'CCONJ': 1}",ion really look chat soo- m jus sayin not fun cool other,NOUN ADV VERB NOUN PROPN PRON ADJ PROPN NOUN ADJ,1.0,ion really look chat soo- jus sayin fun cool,0,1,soo- jus sayin,3
152,Hi,0.0,0.0,0.0,0.0,0.0,0.0,Hi,"[('hi', 'INTJ')]",{'INTJ': 1},hi,INTJ,1.0,hi,0,0,,0
153,hey im here before the notifications,0.0,0.0,0.0,0.0,0.0,0.0,hey I am here before the notifications,"[('hey', 'INTJ'), ('I', 'PRON'), ('be', 'AUX'), ('here', 'ADV'), ('before', 'ADP'), ('the', 'DET'), ('notification', 'NOUN')]","{'INTJ': 1, 'PRON': 1, 'AUX': 1, 'ADV': 1, 'ADP': 1, 'DET': 1, 'NOUN': 1}",hey m here notification,INTJ PRON NOUN,1.0,hey notification,0,0,,0
154,yoooooooooo,0.0,0.0,0.0,0.0,0.0,0.0,yoooooooooo,"[('yoooooooooo', 'ADJ')]",{'ADJ': 1},yoooooooooo,ADJ,1.0,yoooooooooo,0,0,yoooooooooo,1
155,Yo yo,0.0,0.0,0.0,0.0,0.0,0.0,Yo yo,"[('Yo', 'PROPN'), ('yo', 'NOUN')]","{'PROPN': 1, 'NOUN': 1}",yo yo,PROPN NOUN,1.0,Yo yo,0,0,,0
156,Hello,0.0,0.0,0.0,0.0,0.0,0.0,Hello,"[('hello', 'INTJ')]",{'INTJ': 1},hello,INTJ,1.0,hello,0,0,,0
157,Hey Brian,0.0,0.0,0.0,0.0,0.0,0.0,Hey Brian,"[('hey', 'INTJ'), ('Brian', 'PROPN')]","{'INTJ': 1, 'PROPN': 1}",hey brian,INTJ PROPN,1.0,hey Brian,0,0,,0
158,Yooooo what’s good,0.0,0.0,0.0,0.0,0.0,0.0,Yooooo what is good,"[('Yooooo', 'PROPN'), ('what', 'PRON'), ('be', 'AUX'), ('good', 'ADJ')]","{'PROPN': 1, 'PRON': 1, 'AUX': 1, 'ADJ': 1}",yooooo ’ good,PROPN ADJ,1.0,Yooooo good,0,0,yooooo,1
159,hi brian,0.0,0.0,0.0,0.0,0.0,0.0,hi brian,"[('hi', 'INTJ'), ('brian', 'PROPN')]","{'INTJ': 1, 'PROPN': 1}",hi brian,INTJ PROPN,1.0,hi brian,0,0,,0
160,hi,0.0,0.0,0.0,0.0,0.0,0.0,hi,"[('hi', 'INTJ')]",{'INTJ': 1},hi,INTJ,1.0,hi,0,0,,0
161,hey dad,0.0,0.0,0.0,0.0,0.0,0.0,hey dad,"[('hey', 'INTJ'), ('dad', 'NOUN')]","{'INTJ': 1, 'NOUN': 1}",hey dad,INTJ NOUN,1.0,hey dad,0,0,,0
162,brian,0.0,0.0,0.0,0.0,0.0,0.0,brian,"[('brian', 'PROPN')]",{'PROPN': 1},brian,PROPN,1.0,brian,0,0,,0
163,hi,0.0,0.0,0.0,0.0,0.0,0.0,hi,"[('hi', 'INTJ')]",{'INTJ': 1},hi,INTJ,1.0,hi,0,0,,0
164,Hi I just joined,0.0,0.0,0.0,0.0,0.0,0.0,Hi I just joined,"[('hi', 'INTJ'), ('I', 'PRON'), ('just', 'ADV'), ('join', 'VERB')]","{'INTJ': 1, 'PRON': 1, 'ADV': 1, 'VERB': 1}",hi just join,INTJ PRON VERB,1.0,hi join,1,0,,0
165,WAZZZZZZZZZZZZZZZZZZZZZZUP!,0.0,0.0,0.0,0.0,0.0,0.0,WAZZZZZZZZZZZZZZZZZZZZZZUP!,"[('wazzzzzzzzzzzzzzzzzzzzzzup', 'ADJ'), ('!', 'PUNCT')]","{'ADJ': 1, 'PUNCT': 1}",wazzzzzzzzzzzzzzzzzzzzzzup,ADJ,1.0,wazzzzzzzzzzzzzzzzzzzzzzup,1,1,wazzzzzzzzzzzzzzzzzzzzzzup,1
166,when the next mario stream,0.0,0.0,0.0,0.0,0.0,0.0,when the next mario stream,"[('when', 'ADV'), ('the', 'DET'), ('next', 'ADJ'), ('mario', 'NOUN'), ('stream', 'NOUN')]","{'ADV': 1, 'DET': 1, 'ADJ': 1, 'NOUN': 2}",when next mario stream,ADJ NOUN NOUN,1.0,next mario stream,0,0,,0
167,Lol,0.0,0.0,0.0,0.0,0.0,0.0,Lol,"[('Lol', 'PROPN')]",{'PROPN': 1},lol,PROPN,1.0,Lol,0,0,,0
168,um derilous has a kid give birth,0.0,0.0,0.0,0.0,0.0,0.0,um derilous has a kid give birth,"[('um', 'INTJ'), ('derilous', 'ADJ'), ('have', 'AUX'), ('a', 'DET'), ('kid', 'NOUN'), ('give', 'VERB'), ('birth', 'NOUN')]","{'INTJ': 1, 'ADJ': 1, 'AUX': 1, 'DET': 1, 'NOUN': 2, 'VERB': 1}",um derilous kid give birth,INTJ ADJ NOUN VERB NOUN,1.0,um derilous kid give birth,0,0,derilous,1
169,Terroriser I wanna play,0.0,0.0,0.0,0.0,0.0,0.0,Terroriser I want to play,"[('Terroriser', 'PROPN'), ('I', 'PRON'), ('want', 'VERB'), ('to', 'PART'), ('play', 'VERB')]","{'PROPN': 1, 'PRON': 1, 'VERB': 2, 'PART': 1}",terroriser wanna play,PROPN PRON VERB VERB,1.0,Terroriser want play,1,0,terroriser,1
170,brain please be best,0.0,0.0,0.0,0.0,0.0,0.0,brain please be best,"[('brain', 'NOUN'), ('please', 'INTJ'), ('be', 'VERB'), ('good', 'ADJ')]","{'NOUN': 1, 'INTJ': 1, 'VERB': 1, 'ADJ': 1}",brain please be good,NOUN INTJ ADJ,1.0,brain please good,0,0,,0
171,Sup Mr. Hamby,0.0,0.0,0.0,0.0,0.0,0.0,Sup Mr. Hamby,"[('Sup', 'PROPN'), ('Mr.', 'PROPN'), ('Hamby', 'PROPN')]",{'PROPN': 3},sup mr. hamby,PROPN PROPN PROPN,1.0,Sup Mr. Hamby,0,1,hamby,1
172,hi,0.0,0.0,0.0,0.0,0.0,0.0,hi,"[('hi', 'INTJ')]",{'INTJ': 1},hi,INTJ,1.0,hi,0,0,,0
173,Hiiii,0.0,0.0,0.0,0.0,0.0,0.0,Hiiii,"[('Hiiii', 'PROPN')]",{'PROPN': 1},hiiii,PROPN,1.0,Hiiii,0,0,hiiii,1
174,hello,0.0,0.0,0.0,0.0,0.0,0.0,hello,"[('hello', 'INTJ')]",{'INTJ': 1},hello,INTJ,1.0,hello,0,0,,0
175,😂,0.0,0.0,0.0,0.0,0.0,0.0,😂,"[('😂', 'EMOJI')]",{'EMOJI': 1},😂,EMOJI,1.0,,0,0,,0
176,Brian you’re standing on top of a dead body,0.0,0.0,0.0,0.0,0.0,0.0,Brian you are standing on top of a dead body,"[('Brian', 'PROPN'), ('you', 'PRON'), ('be', 'AUX'), ('stand', 'VERB'), ('on', 'ADP'), ('top', 'NOUN'), ('of', 'ADP'), ('a', 'DET'), ('dead', 'ADJ'), ('body', 'NOUN')]","{'PROPN': 1, 'PRON': 1, 'AUX': 1, 'VERB': 1, 'ADP': 2, 'NOUN': 2, 'DET': 1, 'ADJ': 1}",brian stand top dead body,PROPN VERB NOUN ADJ NOUN,1.0,Brian stand top dead body,0,0,,0
177,Hello!,0.0,0.0,0.0,0.0,0.0,0.0,Hello!,"[('hello', 'INTJ'), ('!', 'PUNCT')]","{'INTJ': 1, 'PUNCT': 1}",hello,INTJ,1.0,hello,0,1,,0
178,terrorizor died lol XD,0.0,0.0,0.0,0.0,0.0,1.0,terrorizor died lol XD,"[('terrorizor', 'NOUN'), ('die', 'VERB'), ('lol', 'NOUN'), ('XD', 'PROPN')]","{'NOUN': 2, 'VERB': 1, 'PROPN': 1}",terrorizor die lol xd,NOUN VERB NOUN PROPN,0.0,terrorizor die lol XD,1,0,terrorizor,1
179,vanos,0.0,0.0,0.0,0.0,0.0,0.0,vanos,"[('vano', 'NOUN')]",{'NOUN': 1},vano,NOUN,1.0,vano,0,0,vano,1
180,finally CONTENT,0.0,0.0,0.0,0.0,0.0,0.0,finally CONTENT,"[('finally', 'ADV'), ('CONTENT', 'PROPN')]","{'ADV': 1, 'PROPN': 1}",finally content,ADV PROPN,1.0,finally CONTENT,1,0,,0
181,hi,0.0,0.0,0.0,0.0,0.0,0.0,hi,"[('hi', 'INTJ')]",{'INTJ': 1},hi,INTJ,1.0,hi,0,0,,0
182,Hi,0.0,0.0,0.0,0.0,0.0,0.0,Hi,"[('hi', 'INTJ')]",{'INTJ': 1},hi,INTJ,1.0,hi,0,0,,0
